row_id,column,issue_type,details
r01202,ID,missing_value,p=0.11
r01206,ID,missing_value,p=0.11
r01220,ID,missing_value,p=0.11
r01239,ID,missing_value,p=0.11
r01245,ID,missing_value,p=0.11
r01246,ID,missing_value,p=0.11
r01255,ID,missing_value,p=0.11
r01260,ID,missing_value,p=0.11
r01262,ID,missing_value,p=0.11
r01272,ID,missing_value,p=0.11
r01291,ID,missing_value,p=0.11
r01298,ID,missing_value,p=0.11
r01308,ID,missing_value,p=0.11
r01318,ID,missing_value,p=0.11
r01326,ID,missing_value,p=0.11
r01330,ID,missing_value,p=0.11
r01337,ID,missing_value,p=0.11
r01340,ID,missing_value,p=0.11
r01348,ID,missing_value,p=0.11
r01355,ID,missing_value,p=0.11
r01357,ID,missing_value,p=0.11
r01366,ID,missing_value,p=0.11
r01368,ID,missing_value,p=0.11
r01374,ID,missing_value,p=0.11
r01385,ID,missing_value,p=0.11
r01418,ID,missing_value,p=0.11
r01435,ID,missing_value,p=0.11
r01436,ID,missing_value,p=0.11
r01443,ID,missing_value,p=0.11
r01447,ID,missing_value,p=0.11
r01448,ID,missing_value,p=0.11
r01453,ID,missing_value,p=0.11
r01467,ID,missing_value,p=0.11
r01474,ID,missing_value,p=0.11
r01475,ID,missing_value,p=0.11
r01481,ID,missing_value,p=0.11
r01501,ID,missing_value,p=0.11
r01505,ID,missing_value,p=0.11
r01506,ID,missing_value,p=0.11
r01510,ID,missing_value,p=0.11
r01517,ID,missing_value,p=0.11
r01541,ID,missing_value,p=0.11
r01542,ID,missing_value,p=0.11
r01553,ID,missing_value,p=0.11
r01557,ID,missing_value,p=0.11
r01568,ID,missing_value,p=0.11
r01578,ID,missing_value,p=0.11
r01586,ID,missing_value,p=0.11
r01590,ID,missing_value,p=0.11
r01595,ID,missing_value,p=0.11
r01612,ID,missing_value,p=0.11
r01620,ID,missing_value,p=0.11
r01622,ID,missing_value,p=0.11
r01641,ID,missing_value,p=0.11
r01658,ID,missing_value,p=0.11
r01659,ID,missing_value,p=0.11
r01671,ID,missing_value,p=0.11
r01674,ID,missing_value,p=0.11
r01675,ID,missing_value,p=0.11
r01686,ID,missing_value,p=0.11
r01696,ID,missing_value,p=0.11
r01698,ID,missing_value,p=0.11
r01714,ID,missing_value,p=0.11
r01729,ID,missing_value,p=0.11
r01730,ID,missing_value,p=0.11
r01736,ID,missing_value,p=0.11
r01743,ID,missing_value,p=0.11
r01747,ID,missing_value,p=0.11
r01751,ID,missing_value,p=0.11
r01770,ID,missing_value,p=0.11
r01786,ID,missing_value,p=0.11
r01821,ID,missing_value,p=0.11
r01832,ID,missing_value,p=0.11
r01835,ID,missing_value,p=0.11
r01838,ID,missing_value,p=0.11
r01846,ID,missing_value,p=0.11
r01854,ID,missing_value,p=0.11
r01860,ID,missing_value,p=0.11
r01872,ID,missing_value,p=0.11
r01878,ID,missing_value,p=0.11
r01885,ID,missing_value,p=0.11
r01900,ID,missing_value,p=0.11
r01905,ID,missing_value,p=0.11
r01906,ID,missing_value,p=0.11
r01907,ID,missing_value,p=0.11
r01917,ID,missing_value,p=0.11
r01918,ID,missing_value,p=0.11
r01921,ID,missing_value,p=0.11
r01938,ID,missing_value,p=0.11
r01943,ID,missing_value,p=0.11
r01960,ID,missing_value,p=0.11
r01962,ID,missing_value,p=0.11
r01967,ID,missing_value,p=0.11
r01977,ID,missing_value,p=0.11
r00003,SEX,missing_value,p=0.19
r00006,SEX,missing_value,p=0.19
r00007,SEX,missing_value,p=0.19
r00011,SEX,missing_value,p=0.19
r00019,SEX,missing_value,p=0.19
r00028,SEX,missing_value,p=0.19
r00029,SEX,missing_value,p=0.19
r00048,SEX,missing_value,p=0.19
r00049,SEX,missing_value,p=0.19
r00060,SEX,missing_value,p=0.19
r00061,SEX,missing_value,p=0.19
r00063,SEX,missing_value,p=0.19
r00064,SEX,missing_value,p=0.19
r00066,SEX,missing_value,p=0.19
r00080,SEX,missing_value,p=0.19
r00084,SEX,missing_value,p=0.19
r00086,SEX,missing_value,p=0.19
r00088,SEX,missing_value,p=0.19
r00089,SEX,missing_value,p=0.19
r00093,SEX,missing_value,p=0.19
r00097,SEX,missing_value,p=0.19
r00098,SEX,missing_value,p=0.19
r00106,SEX,missing_value,p=0.19
r00110,SEX,missing_value,p=0.19
r00111,SEX,missing_value,p=0.19
r00117,SEX,missing_value,p=0.19
r00120,SEX,missing_value,p=0.19
r00133,SEX,missing_value,p=0.19
r00140,SEX,missing_value,p=0.19
r00141,SEX,missing_value,p=0.19
r00148,SEX,missing_value,p=0.19
r00155,SEX,missing_value,p=0.19
r00162,SEX,missing_value,p=0.19
r00175,SEX,missing_value,p=0.19
r00182,SEX,missing_value,p=0.19
r00184,SEX,missing_value,p=0.19
r00187,SEX,missing_value,p=0.19
r00194,SEX,missing_value,p=0.19
r00196,SEX,missing_value,p=0.19
r00204,SEX,missing_value,p=0.19
r00206,SEX,missing_value,p=0.19
r00215,SEX,missing_value,p=0.19
r00218,SEX,missing_value,p=0.19
r00219,SEX,missing_value,p=0.19
r00229,SEX,missing_value,p=0.19
r00230,SEX,missing_value,p=0.19
r00232,SEX,missing_value,p=0.19
r00233,SEX,missing_value,p=0.19
r00234,SEX,missing_value,p=0.19
r00247,SEX,missing_value,p=0.19
r00249,SEX,missing_value,p=0.19
r00250,SEX,missing_value,p=0.19
r00258,SEX,missing_value,p=0.19
r00261,SEX,missing_value,p=0.19
r00263,SEX,missing_value,p=0.19
r00265,SEX,missing_value,p=0.19
r00270,SEX,missing_value,p=0.19
r00276,SEX,missing_value,p=0.19
r00284,SEX,missing_value,p=0.19
r00290,SEX,missing_value,p=0.19
r00293,SEX,missing_value,p=0.19
r00296,SEX,missing_value,p=0.19
r00297,SEX,missing_value,p=0.19
r00317,SEX,missing_value,p=0.19
r00324,SEX,missing_value,p=0.19
r00336,SEX,missing_value,p=0.19
r00338,SEX,missing_value,p=0.19
r00342,SEX,missing_value,p=0.19
r00345,SEX,missing_value,p=0.19
r00347,SEX,missing_value,p=0.19
r00351,SEX,missing_value,p=0.19
r00352,SEX,missing_value,p=0.19
r00370,SEX,missing_value,p=0.19
r00382,SEX,missing_value,p=0.19
r00384,SEX,missing_value,p=0.19
r00387,SEX,missing_value,p=0.19
r00403,SEX,missing_value,p=0.19
r00408,SEX,missing_value,p=0.19
r00411,SEX,missing_value,p=0.19
r00412,SEX,missing_value,p=0.19
r00422,SEX,missing_value,p=0.19
r00425,SEX,missing_value,p=0.19
r00430,SEX,missing_value,p=0.19
r00434,SEX,missing_value,p=0.19
r00440,SEX,missing_value,p=0.19
r00442,SEX,missing_value,p=0.19
r00443,SEX,missing_value,p=0.19
r00445,SEX,missing_value,p=0.19
r00448,SEX,missing_value,p=0.19
r00451,SEX,missing_value,p=0.19
r00463,SEX,missing_value,p=0.19
r00467,SEX,missing_value,p=0.19
r00470,SEX,missing_value,p=0.19
r00471,SEX,missing_value,p=0.19
r00474,SEX,missing_value,p=0.19
r00488,SEX,missing_value,p=0.19
r00490,SEX,missing_value,p=0.19
r00492,SEX,missing_value,p=0.19
r00496,SEX,missing_value,p=0.19
r00502,SEX,missing_value,p=0.19
r00508,SEX,missing_value,p=0.19
r00509,SEX,missing_value,p=0.19
r00510,SEX,missing_value,p=0.19
r00513,SEX,missing_value,p=0.19
r00514,SEX,missing_value,p=0.19
r00519,SEX,missing_value,p=0.19
r00523,SEX,missing_value,p=0.19
r00529,SEX,missing_value,p=0.19
r00550,SEX,missing_value,p=0.19
r00552,SEX,missing_value,p=0.19
r00554,SEX,missing_value,p=0.19
r00557,SEX,missing_value,p=0.19
r00562,SEX,missing_value,p=0.19
r00565,SEX,missing_value,p=0.19
r00569,SEX,missing_value,p=0.19
r00571,SEX,missing_value,p=0.19
r00579,SEX,missing_value,p=0.19
r00583,SEX,missing_value,p=0.19
r00586,SEX,missing_value,p=0.19
r00588,SEX,missing_value,p=0.19
r00600,SEX,missing_value,p=0.19
r00605,SEX,missing_value,p=0.19
r00613,SEX,missing_value,p=0.19
r00614,SEX,missing_value,p=0.19
r00643,SEX,missing_value,p=0.19
r00651,SEX,missing_value,p=0.19
r00654,SEX,missing_value,p=0.19
r00662,SEX,missing_value,p=0.19
r00664,SEX,missing_value,p=0.19
r00671,SEX,missing_value,p=0.19
r00673,SEX,missing_value,p=0.19
r00677,SEX,missing_value,p=0.19
r00680,SEX,missing_value,p=0.19
r00684,SEX,missing_value,p=0.19
r00694,SEX,missing_value,p=0.19
r00695,SEX,missing_value,p=0.19
r00702,SEX,missing_value,p=0.19
r00703,SEX,missing_value,p=0.19
r00705,SEX,missing_value,p=0.19
r00718,SEX,missing_value,p=0.19
r00723,SEX,missing_value,p=0.19
r00725,SEX,missing_value,p=0.19
r00736,SEX,missing_value,p=0.19
r00739,SEX,missing_value,p=0.19
r00747,SEX,missing_value,p=0.19
r00751,SEX,missing_value,p=0.19
r00760,SEX,missing_value,p=0.19
r00770,SEX,missing_value,p=0.19
r00771,SEX,missing_value,p=0.19
r00775,SEX,missing_value,p=0.19
r00777,SEX,missing_value,p=0.19
r00781,SEX,missing_value,p=0.19
r00782,SEX,missing_value,p=0.19
r00785,SEX,missing_value,p=0.19
r00794,SEX,missing_value,p=0.19
r00801,SEX,missing_value,p=0.19
r00804,SEX,missing_value,p=0.19
r00806,SEX,missing_value,p=0.19
r00813,SEX,missing_value,p=0.19
r00817,SEX,missing_value,p=0.19
r00828,SEX,missing_value,p=0.19
r00829,SEX,missing_value,p=0.19
r00830,SEX,missing_value,p=0.19
r00833,SEX,missing_value,p=0.19
r00841,SEX,missing_value,p=0.19
r00853,SEX,missing_value,p=0.19
r00856,SEX,missing_value,p=0.19
r00877,SEX,missing_value,p=0.19
r00881,SEX,missing_value,p=0.19
r00885,SEX,missing_value,p=0.19
r00897,SEX,missing_value,p=0.19
r00909,SEX,missing_value,p=0.19
r00912,SEX,missing_value,p=0.19
r00936,SEX,missing_value,p=0.19
r00938,SEX,missing_value,p=0.19
r00955,SEX,missing_value,p=0.19
r00957,SEX,missing_value,p=0.19
r00964,SEX,missing_value,p=0.19
r00970,SEX,missing_value,p=0.19
r00973,SEX,missing_value,p=0.19
r00983,SEX,missing_value,p=0.19
r00984,SEX,missing_value,p=0.19
r00986,SEX,missing_value,p=0.19
r00992,SEX,missing_value,p=0.19
r00994,SEX,missing_value,p=0.19
r01013,SEX,missing_value,p=0.19
r01015,SEX,missing_value,p=0.19
r01028,SEX,missing_value,p=0.19
r01031,SEX,missing_value,p=0.19
r01034,SEX,missing_value,p=0.19
r01038,SEX,missing_value,p=0.19
r01039,SEX,missing_value,p=0.19
r01052,SEX,missing_value,p=0.19
r01056,SEX,missing_value,p=0.19
r01058,SEX,missing_value,p=0.19
r01059,SEX,missing_value,p=0.19
r01060,SEX,missing_value,p=0.19
r01062,SEX,missing_value,p=0.19
r01066,SEX,missing_value,p=0.19
r01071,SEX,missing_value,p=0.19
r01078,SEX,missing_value,p=0.19
r01082,SEX,missing_value,p=0.19
r01084,SEX,missing_value,p=0.19
r01087,SEX,missing_value,p=0.19
r01090,SEX,missing_value,p=0.19
r01097,SEX,missing_value,p=0.19
r01100,SEX,missing_value,p=0.19
r01116,SEX,missing_value,p=0.19
r01129,SEX,missing_value,p=0.19
r01137,SEX,missing_value,p=0.19
r01139,SEX,missing_value,p=0.19
r01144,SEX,missing_value,p=0.19
r01149,SEX,missing_value,p=0.19
r01151,SEX,missing_value,p=0.19
r01155,SEX,missing_value,p=0.19
r01173,SEX,missing_value,p=0.19
r01174,SEX,missing_value,p=0.19
r01176,SEX,missing_value,p=0.19
r01178,SEX,missing_value,p=0.19
r01183,SEX,missing_value,p=0.19
r01187,SEX,missing_value,p=0.19
r01193,SEX,missing_value,p=0.19
r01195,SEX,missing_value,p=0.19
r01197,SEX,missing_value,p=0.19
r01202,SEX,missing_value,p=0.19
r01206,SEX,missing_value,p=0.19
r01212,SEX,missing_value,p=0.19
r01215,SEX,missing_value,p=0.19
r01219,SEX,missing_value,p=0.19
r01220,SEX,missing_value,p=0.19
r01225,SEX,missing_value,p=0.19
r01227,SEX,missing_value,p=0.19
r01235,SEX,missing_value,p=0.19
r01239,SEX,missing_value,p=0.19
r01243,SEX,missing_value,p=0.19
r01245,SEX,missing_value,p=0.19
r01246,SEX,missing_value,p=0.19
r01251,SEX,missing_value,p=0.19
r01255,SEX,missing_value,p=0.19
r01256,SEX,missing_value,p=0.19
r01260,SEX,missing_value,p=0.19
r01262,SEX,missing_value,p=0.19
r01267,SEX,missing_value,p=0.19
r01272,SEX,missing_value,p=0.19
r01277,SEX,missing_value,p=0.19
r01285,SEX,missing_value,p=0.19
r01291,SEX,missing_value,p=0.19
r01298,SEX,missing_value,p=0.19
r01308,SEX,missing_value,p=0.19
r01309,SEX,missing_value,p=0.19
r01318,SEX,missing_value,p=0.19
r01321,SEX,missing_value,p=0.19
r01322,SEX,missing_value,p=0.19
r01326,SEX,missing_value,p=0.19
r01330,SEX,missing_value,p=0.19
r01337,SEX,missing_value,p=0.19
r01340,SEX,missing_value,p=0.19
r01341,SEX,missing_value,p=0.19
r01348,SEX,missing_value,p=0.19
r01350,SEX,missing_value,p=0.19
r01355,SEX,missing_value,p=0.19
r01357,SEX,missing_value,p=0.19
r01366,SEX,missing_value,p=0.19
r01367,SEX,missing_value,p=0.19
r01368,SEX,missing_value,p=0.19
r01374,SEX,missing_value,p=0.19
r01377,SEX,missing_value,p=0.19
r01381,SEX,missing_value,p=0.19
r01385,SEX,missing_value,p=0.19
r01418,SEX,missing_value,p=0.19
r01430,SEX,missing_value,p=0.19
r01435,SEX,missing_value,p=0.19
r01436,SEX,missing_value,p=0.19
r01440,SEX,missing_value,p=0.19
r01443,SEX,missing_value,p=0.19
r01447,SEX,missing_value,p=0.19
r01448,SEX,missing_value,p=0.19
r01450,SEX,missing_value,p=0.19
r01453,SEX,missing_value,p=0.19
r01463,SEX,missing_value,p=0.19
r01467,SEX,missing_value,p=0.19
r01469,SEX,missing_value,p=0.19
r01474,SEX,missing_value,p=0.19
r01475,SEX,missing_value,p=0.19
r01481,SEX,missing_value,p=0.19
r01484,SEX,missing_value,p=0.19
r01501,SEX,missing_value,p=0.19
r01503,SEX,missing_value,p=0.19
r01505,SEX,missing_value,p=0.19
r01506,SEX,missing_value,p=0.19
r01507,SEX,missing_value,p=0.19
r01508,SEX,missing_value,p=0.19
r01510,SEX,missing_value,p=0.19
r01516,SEX,missing_value,p=0.19
r01517,SEX,missing_value,p=0.19
r01520,SEX,missing_value,p=0.19
r01522,SEX,missing_value,p=0.19
r01530,SEX,missing_value,p=0.19
r01541,SEX,missing_value,p=0.19
r01542,SEX,missing_value,p=0.19
r01543,SEX,missing_value,p=0.19
r01549,SEX,missing_value,p=0.19
r01551,SEX,missing_value,p=0.19
r01553,SEX,missing_value,p=0.19
r01557,SEX,missing_value,p=0.19
r01559,SEX,missing_value,p=0.19
r01568,SEX,missing_value,p=0.19
r01578,SEX,missing_value,p=0.19
r01585,SEX,missing_value,p=0.19
r01586,SEX,missing_value,p=0.19
r01588,SEX,missing_value,p=0.19
r01590,SEX,missing_value,p=0.19
r01591,SEX,missing_value,p=0.19
r01595,SEX,missing_value,p=0.19
r01606,SEX,missing_value,p=0.19
r01609,SEX,missing_value,p=0.19
r01612,SEX,missing_value,p=0.19
r01620,SEX,missing_value,p=0.19
r01622,SEX,missing_value,p=0.19
r01629,SEX,missing_value,p=0.19
r01641,SEX,missing_value,p=0.19
r01648,SEX,missing_value,p=0.19
r01650,SEX,missing_value,p=0.19
r01656,SEX,missing_value,p=0.19
r01658,SEX,missing_value,p=0.19
r01659,SEX,missing_value,p=0.19
r01669,SEX,missing_value,p=0.19
r01671,SEX,missing_value,p=0.19
r01672,SEX,missing_value,p=0.19
r01674,SEX,missing_value,p=0.19
r01675,SEX,missing_value,p=0.19
r01680,SEX,missing_value,p=0.19
r01686,SEX,missing_value,p=0.19
r01687,SEX,missing_value,p=0.19
r01696,SEX,missing_value,p=0.19
r01697,SEX,missing_value,p=0.19
r01698,SEX,missing_value,p=0.19
r01701,SEX,missing_value,p=0.19
r01703,SEX,missing_value,p=0.19
r01710,SEX,missing_value,p=0.19
r01714,SEX,missing_value,p=0.19
r01729,SEX,missing_value,p=0.19
r01730,SEX,missing_value,p=0.19
r01736,SEX,missing_value,p=0.19
r01743,SEX,missing_value,p=0.19
r01747,SEX,missing_value,p=0.19
r01750,SEX,missing_value,p=0.19
r01751,SEX,missing_value,p=0.19
r01754,SEX,missing_value,p=0.19
r01755,SEX,missing_value,p=0.19
r01760,SEX,missing_value,p=0.19
r01770,SEX,missing_value,p=0.19
r01786,SEX,missing_value,p=0.19
r01793,SEX,missing_value,p=0.19
r01795,SEX,missing_value,p=0.19
r01797,SEX,missing_value,p=0.19
r01804,SEX,missing_value,p=0.19
r01813,SEX,missing_value,p=0.19
r01821,SEX,missing_value,p=0.19
r01823,SEX,missing_value,p=0.19
r01832,SEX,missing_value,p=0.19
r01835,SEX,missing_value,p=0.19
r01837,SEX,missing_value,p=0.19
r01838,SEX,missing_value,p=0.19
r01841,SEX,missing_value,p=0.19
r01846,SEX,missing_value,p=0.19
r01847,SEX,missing_value,p=0.19
r01849,SEX,missing_value,p=0.19
r01854,SEX,missing_value,p=0.19
r01860,SEX,missing_value,p=0.19
r01864,SEX,missing_value,p=0.19
r01866,SEX,missing_value,p=0.19
r01872,SEX,missing_value,p=0.19
r01878,SEX,missing_value,p=0.19
r01883,SEX,missing_value,p=0.19
r01884,SEX,missing_value,p=0.19
r01885,SEX,missing_value,p=0.19
r01888,SEX,missing_value,p=0.19
r01892,SEX,missing_value,p=0.19
r01893,SEX,missing_value,p=0.19
r01898,SEX,missing_value,p=0.19
r01900,SEX,missing_value,p=0.19
r01905,SEX,missing_value,p=0.19
r01906,SEX,missing_value,p=0.19
r01907,SEX,missing_value,p=0.19
r01917,SEX,missing_value,p=0.19
r01918,SEX,missing_value,p=0.19
r01920,SEX,missing_value,p=0.19
r01921,SEX,missing_value,p=0.19
r01929,SEX,missing_value,p=0.19
r01938,SEX,missing_value,p=0.19
r01943,SEX,missing_value,p=0.19
r01951,SEX,missing_value,p=0.19
r01960,SEX,missing_value,p=0.19
r01961,SEX,missing_value,p=0.19
r01962,SEX,missing_value,p=0.19
r01964,SEX,missing_value,p=0.19
r01967,SEX,missing_value,p=0.19
r01973,SEX,missing_value,p=0.19
r01976,SEX,missing_value,p=0.19
r01977,SEX,missing_value,p=0.19
r01992,SEX,missing_value,p=0.19
r00064,CITY,missing_value,p=0.04
r00084,CITY,missing_value,p=0.04
r00086,CITY,missing_value,p=0.04
r00097,CITY,missing_value,p=0.04
r00141,CITY,missing_value,p=0.04
r00187,CITY,missing_value,p=0.04
r00215,CITY,missing_value,p=0.04
r00270,CITY,missing_value,p=0.04
r00382,CITY,missing_value,p=0.04
r00384,CITY,missing_value,p=0.04
r00411,CITY,missing_value,p=0.04
r00430,CITY,missing_value,p=0.04
r00442,CITY,missing_value,p=0.04
r00451,CITY,missing_value,p=0.04
r00471,CITY,missing_value,p=0.04
r00488,CITY,missing_value,p=0.04
r00523,CITY,missing_value,p=0.04
r00552,CITY,missing_value,p=0.04
r00702,CITY,missing_value,p=0.04
r00828,CITY,missing_value,p=0.04
r00829,CITY,missing_value,p=0.04
r00912,CITY,missing_value,p=0.04
r00983,CITY,missing_value,p=0.04
r00984,CITY,missing_value,p=0.04
r00986,CITY,missing_value,p=0.04
r01028,CITY,missing_value,p=0.04
r01052,CITY,missing_value,p=0.04
r01071,CITY,missing_value,p=0.04
r01082,CITY,missing_value,p=0.04
r01084,CITY,missing_value,p=0.04
r01139,CITY,missing_value,p=0.04
r01173,CITY,missing_value,p=0.04
r01187,CITY,missing_value,p=0.04
r01206,CITY,missing_value,p=0.04
r01239,CITY,missing_value,p=0.04
r01255,CITY,missing_value,p=0.04
r01262,CITY,missing_value,p=0.04
r01326,CITY,missing_value,p=0.04
r01330,CITY,missing_value,p=0.04
r01337,CITY,missing_value,p=0.04
r01348,CITY,missing_value,p=0.04
r01366,CITY,missing_value,p=0.04
r01385,CITY,missing_value,p=0.04
r01435,CITY,missing_value,p=0.04
r01448,CITY,missing_value,p=0.04
r01467,CITY,missing_value,p=0.04
r01481,CITY,missing_value,p=0.04
r01501,CITY,missing_value,p=0.04
r01510,CITY,missing_value,p=0.04
r01541,CITY,missing_value,p=0.04
r01542,CITY,missing_value,p=0.04
r01553,CITY,missing_value,p=0.04
r01578,CITY,missing_value,p=0.04
r01586,CITY,missing_value,p=0.04
r01590,CITY,missing_value,p=0.04
r01595,CITY,missing_value,p=0.04
r01620,CITY,missing_value,p=0.04
r01729,CITY,missing_value,p=0.04
r01747,CITY,missing_value,p=0.04
r01751,CITY,missing_value,p=0.04
r01770,CITY,missing_value,p=0.04
r01821,CITY,missing_value,p=0.04
r01832,CITY,missing_value,p=0.04
r01846,CITY,missing_value,p=0.04
r01854,CITY,missing_value,p=0.04
r01872,CITY,missing_value,p=0.04
r01878,CITY,missing_value,p=0.04
r01905,CITY,missing_value,p=0.04
r01907,CITY,missing_value,p=0.04
r01962,CITY,missing_value,p=0.04
r01977,CITY,missing_value,p=0.04
r00003,PROVINCE,missing_value,p=0.19
r00006,PROVINCE,missing_value,p=0.19
r00007,PROVINCE,missing_value,p=0.19
r00011,PROVINCE,missing_value,p=0.19
r00019,PROVINCE,missing_value,p=0.19
r00028,PROVINCE,missing_value,p=0.19
r00029,PROVINCE,missing_value,p=0.19
r00048,PROVINCE,missing_value,p=0.19
r00049,PROVINCE,missing_value,p=0.19
r00060,PROVINCE,missing_value,p=0.19
r00061,PROVINCE,missing_value,p=0.19
r00063,PROVINCE,missing_value,p=0.19
r00064,PROVINCE,missing_value,p=0.19
r00066,PROVINCE,missing_value,p=0.19
r00080,PROVINCE,missing_value,p=0.19
r00084,PROVINCE,missing_value,p=0.19
r00086,PROVINCE,missing_value,p=0.19
r00088,PROVINCE,missing_value,p=0.19
r00089,PROVINCE,missing_value,p=0.19
r00093,PROVINCE,missing_value,p=0.19
r00097,PROVINCE,missing_value,p=0.19
r00098,PROVINCE,missing_value,p=0.19
r00106,PROVINCE,missing_value,p=0.19
r00110,PROVINCE,missing_value,p=0.19
r00111,PROVINCE,missing_value,p=0.19
r00117,PROVINCE,missing_value,p=0.19
r00120,PROVINCE,missing_value,p=0.19
r00133,PROVINCE,missing_value,p=0.19
r00140,PROVINCE,missing_value,p=0.19
r00141,PROVINCE,missing_value,p=0.19
r00148,PROVINCE,missing_value,p=0.19
r00155,PROVINCE,missing_value,p=0.19
r00162,PROVINCE,missing_value,p=0.19
r00175,PROVINCE,missing_value,p=0.19
r00182,PROVINCE,missing_value,p=0.19
r00184,PROVINCE,missing_value,p=0.19
r00187,PROVINCE,missing_value,p=0.19
r00194,PROVINCE,missing_value,p=0.19
r00196,PROVINCE,missing_value,p=0.19
r00206,PROVINCE,missing_value,p=0.19
r00215,PROVINCE,missing_value,p=0.19
r00218,PROVINCE,missing_value,p=0.19
r00219,PROVINCE,missing_value,p=0.19
r00229,PROVINCE,missing_value,p=0.19
r00230,PROVINCE,missing_value,p=0.19
r00232,PROVINCE,missing_value,p=0.19
r00233,PROVINCE,missing_value,p=0.19
r00234,PROVINCE,missing_value,p=0.19
r00247,PROVINCE,missing_value,p=0.19
r00249,PROVINCE,missing_value,p=0.19
r00250,PROVINCE,missing_value,p=0.19
r00258,PROVINCE,missing_value,p=0.19
r00261,PROVINCE,missing_value,p=0.19
r00263,PROVINCE,missing_value,p=0.19
r00265,PROVINCE,missing_value,p=0.19
r00270,PROVINCE,missing_value,p=0.19
r00276,PROVINCE,missing_value,p=0.19
r00284,PROVINCE,missing_value,p=0.19
r00290,PROVINCE,missing_value,p=0.19
r00293,PROVINCE,missing_value,p=0.19
r00296,PROVINCE,missing_value,p=0.19
r00297,PROVINCE,missing_value,p=0.19
