"_row_id","ID","SEX","CITY","PROVINCE","FULLNAME","AGE","IsMarried","FAMILYID","RACE","Income","IsHomeOwner","HOMEVALUE","RENTVALUE","IsEduBachelors","IsUnemployed","AME","AMB","credit_score","AccountType","account_age","avg12_tx","BankIsPrimary","avg12_tx_volume","loan_status","credit_card_status","overdraft_usage","branch_visits","digital_usage_level","customer_service","complaints_filed","satisfaction_level","MobilePhone","CardNumber","CardType","Email","BankPresenceRating","ChurnProbability"
"r01829","201866.41721749227","M","Winnipeg","NL","NESS MARY","37.0","0.4600961908545002","aX2ie0j3","Asian","78147.87004794428","0.8849718712855434","708973.9145996163","280.7135179069202","0.8123906445653","0.06403847634180009","4498.465355917915","25649.61577201221","690.7261459740171","Credit; Checking","14.578089685121693","44.89709215401069","0.48054523463947285","1521.0928258680797","Mortgage","0.6208922015753501","0.29239064456529995","3.0616076008451447","High","3.6120193322229803","1.916594883448896","4.381645978854032","807-778-2157T","5415 9040T 0869 7055","DEBIT","TNESS_MARY65@synth.netZero.com","0.14525193719967694","0.5037873504378891"
"r00488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"r01930","68558.9743965835","F","Peterborough","ON","MONTSERRAT RACHEL","28.0","-0.1227146466715704","xF9GUscc","White","47294.094111287006","0.4488361762212776","231217.037231507","-415.14968527049905","0.30430793577001103","-0.1690858586686282","1929.6160838454407","4887.100203513397","583.0191158816269","Investment","3.928852853889337","2.132045967748745","-0.10662041440933473","-629.468318542753","Mortgage","0.030361678852901086","-0.215692064229989","-1.415047385629975","High","1.9437816343249756","0.20398364366409072","2.0381714038730476","437-574-8389T","4510 1611T 2403 2919","CREDIT","TsuperiorSnipe1MORA@non.zoho.com","0.12341272598282245","0.37817388998296975"
"r00705","155723.77527821477","","Toronto","","LEE MARGARET","34.0","","sT3fnjSo","","67468.235772516","","","39.84949753807251","","-0.016654487907538706","3609.291505989242","18462.940359424887","653.4447547873831","Checking","10.891994508198465","","0.27730546250236066","776.7039848910201","","","","","Medium","3.0345804950897346","","3.570482656544862","437-298-5524T","","","","","0.4603078806808124"
"r01388","82799.40093787685","M","Parksville","NB","DUFOUR AUDREY","29.0","-0.060456495561361456","aX2ie0j3","Asian","50590.01608270884","0.49542591041895784","282252.91019396676","-340.8148348079494","0.3585833335902281","-0.14418259822454463","2204.030689515645","7105.03396256749","594.5248054181978","Investment","5.066446311590969","6.700376781570064","-0.04389706516556008","-399.73689956500584","Mortgage","0.09344447716685705","-0.16141666640977193","-0.9368334529596325","High","2.1219893614227665","0.38693152742713943","2.2885105959708136","579-913-9261T","5415 9066T 2321 2954","CREDIT","TDA9874760110@fake.att.net","0.12574567661537803","0.39159241499817904"
"r00971","286785.20248968893","M","Mississauga","AB","BEAUSOLEIL LUC","43.0","0.8313551942446913","aX2ie0j3","Asian","97802.17530021275","1.1627966697737915","1013312.0132310779","723.9885270062462","1.1360467400967935","0.21254207769787656","6134.859807087644","38875.64099583003","759.3370949741364","Credit; Checking","21.36180885824463","72.1390502727749","0.85457831648151","2891.0316392792483","Mortgage","0.9970687570218124","0.6160467400967935","5.913302116093648","High","4.674711075857303","3.007553220422004","5.874473461045067","418-790-9205T","4519 9248T 3368 1517","DEBIT","TBL047097848@non.hotmail.com","0.15916383325434597","0.58380495673163"
"r01963","100314.24514725323","M","Surrey","SK","NOVISS TAMMY","30.0","0.016117181097630218","aX2ie0j3","Asian","54643.79633207987","0.552728402999669","345023.878565945","-249.3875646062103","0.4253387172486089","-0.11355312756094796","2541.543688382219","9832.955359016112","608.6760921911142","Investment","6.465615931087507","12.319141238446147","0.033248776436122784","-117.18145772296953","Mortgage","0.17103241890136772","-0.09466128275139113","-0.348659882091753","High","2.341173847784464","0.6119461134195803","2.5964123246429995","343-742-3895T","4514 0135T 8363 9816","CREDIT","TNT98020812@test.jumo.com","0.12861506165513725","0.408096371145806"
"r00976","-454888.7316391978","F","Vancouver","YT","BARBARA LAM","-118.48528195404475","-209.05720760833773","aX2ie0j3","White","-74404.9893546398","-163.9383771474368","-1648804.3378422328","-3122.477559451302","-180.54284120206287","-156.44585953164676","-8149.015759737847","-76518.42779447627","164.18883175903818","Investment","-132.24448803552818","-249.52100398299126","-155.39759223161155","-9012.19825899986","Mortgage","-212.19875168625205","-163.85014138183777","-158.4733748935225","High","-134.06177223629481","-149.821186175681","-169.39643137513846","519-573-8820T","4512 2320T 7600 6195","CREDIT","TBL41545953@non.jumo.com","-235.84887836639905","-118.02398948193091"
"r01342","170657.91610697962","M","Centre Hastings","MB","BUSSIERE VIOLA","35.0","0.3236548017972768","NBJEbuYb","Native","70924.71671001491","0.7828684850400119","597126.6259382581","117.80552800343992","0.6934437992419493","0.0094619207189107","3897.074063250803","20788.91950130931","665.5109374521328","Checking; Credit","12.085005184805258","34.88540065987494","0.34308434406479854","1017.6266394096295","Auto Loan","0.48264356305833733","0.17344379924194925","2.0135814054549663","Low","3.221469510354497","1.5156568064166553","3.8330169801415837","289-460-3309T","5415 9065T 5873 7677","DEBIT","TBUSSIERE_VIOLA60@non.att.net","0.14013917655337474","0.47438008151765887"
"r00396","206569.32205560536","F","Hamilton","QC","WU SALLY","38.0","0.48065696262767377","aX2ie0j3","White","79236.34919851579","0.900358144002117","725828.52588366","305.26262301041","0.8303151098373934","0.07226278505106952","4589.09085599778","26382.089014707824","694.5259031533727","Investment","14.953780241898013","46.40578467976632","0.5012596382260394","1596.9616910768673","Mortgage","0.6417253133176245","0.31031510983739335","3.219537885523554","High","3.6708724838141276","1.9770134731011724","4.464320566884945","778-438-4034T","4512 2350T 0355 1591","CREDIT","TWS57428@synth.netZero.com","0.1460223947969343","0.5082188220677155"
"r01940","  194847.4904919981  ","  F  ","  Peterborough  ","  NU  ","  IMBEAU MAUREEN  ","  37.0  ","  0.42940993300680436  ","  xF9GUscc  ","  White  ","  76523.35165706082  ","  0.8620083786158872  ","  683818.9761814164  ","  244.0748071889324  ","  0.7856389851825923  ","  0.05176397320272174  ","  4363.209856090056  ","  24556.424181742143  ","  685.0551366436924  ","  Investment  ","  14.017384210474857  ","  42.64541948486347  ","  0.44962968649609186  ","  1407.8611054787436  ","  Mortgage  ","  0.5897994855165395  ","  0.26563898518259227  ","  2.8259019818603157  ","  High  ","  3.5241829900467683  ","  1.826422177807423  ","  4.2582569468781655  ","  519-998-7440T  ","  4519 9255T 2184 9000  ","  CREDIT  ","  TjoyfulClam4IMMA@test.aol.com  ","  0.144102055242376  ","  0.497173528613602  "
"r01090","90716.31668814764","","Hamilton","","LAURIE HALL","29.0","-0.02584429236099406","aX2ie0j3","White","52422.372472564784","0.5213273115743929","310626.12677660846","-299.48863248427006","0.3887575527829674","-0.13033771694439766","2356.590537876583","8338.086544187556","600.921353614677","Investment","5.6988874492610675","9.240124454683269","-0.009026236676129562","-272.0185138858226","","","-0.1312424472170326","-0.6709720755227657","High","2.221063329283867","","2.4276858016489475","753-540-3563T","4510 1335T 6276 4645","CREDIT","TLH3521502406@fake.zoho.com","0.12704267242894626","0.39905239744535254"
"r01979","125582.4195404957","F","Toronto","NT","PATTY EVERETT","32.0","0.12658787627602913","sT3fnjSo","White","60492.07137629371","0.6353971015269307","435581.7937089613","-117.48800671468732","0.5216448365496742","-0.06936484948958838","3028.464223523565","13768.4510307173","629.0917566293631","Checking","8.484158689934238","20.425175095994938","0.14454491792627833","290.4533516350335","Mortgage","0.2829663658508255","0.0016448365496742334","0.4998816284418952","Medium","2.6573851574297835","0.9365683442491572","3.040613510966121","416-868-4044T","4514 0128T 2568 2960","CREDIT","TPATTYM65@fake.aol.com","0.13275464295653314","0.43190616569101903"
"r01780","229031.03851382917","M","New Westminster","BC","LANTHIER JASON","39.0","0.5788580195549866","NBJEbuYb","Black","84435.07443162832","0.9738450860103347","806328.4536320731","422.51250518301316","0.9159248064964016","0.11154320782199464","5021.93063412423","29880.481360929705","712.6740629207371","Checking; Investment; Credit","16.74812970309777","53.61150644167232","0.6001944616976863","1959.321763625292","Personal Loan","0.7412271031699604","0.3959248064964016","3.9738345163769857","Low","3.951963181843989","2.265580917327774","4.8591857020672045","753-154-2096T","4519 9281T 7488 5672","DEBIT","TLJ83833945@rand.proton.com","0.14970220561352365","0.5293841364145314"
"r01242","282192.4745372863","C","Caval","CN","TECEKHOVA ELENA","43.0","0.8112761081274582","aC2ie0j3","Chite","96739.19639833836","1.1477708575957484","996852.2618570388","700.0145438838267","1.1185421986440596","0.2045104432509833","6046.357427867856","38160.32770502041","755.6263562688704","ICvestment","20.99491975864452","70.66570250726943","0.8343491977465574","2816.9401851767516","MCrtgage","0.9767237111559343","0.5985421986440596","5.759071729143175","Cigh","4.617236701251819","2.9485500819166357","5.793735724587851","3C5-243-6910T","451C 9221T 2879 3212","CREDIT","TTEC0760@test.hotmail.com","0.15841142548407","0.5794773030101167"
"r00921","193717.91077401285","F","Vancouver","YT","BARBARA LAM","37.0","0.4244714893043333","aX2ie0j3","White","76261.91239467746","0.8583127857441836","679770.7065020709","238.1784150283128","0.7813337497751051","0.04978859572173332","4341.442729102311","24380.493146053188","684.1424818503646","Investment","13.92714797398248","42.283050154325785","0.44465434232754303","1389.638340120645","Mortgage","0.5847956291136029","0.26133374977510504","2.787969076013992","High","3.5100471891608747","1.8119103780135182","4.238399530866752","519-573-8820T","4512 2320T 7600 6195","CREDIT","TBL41545953@non.jumo.com","0.14391700083336978","0.49610914380332216"
"r01750","292486.56432301237","","Ottawa","","BERUBE RICHARD","44.0","0.8562811503263965","sT3fnjSo","White","99121.74558688831","1.1814495473128943","1033744.9670751756","753.7495652788042","1.1577766848230506","0.22251246013055864","6244.725684681821","39763.62302684874","763.9435650822935","Credit","21.817260940580177","73.96804794137637","0.8796905214003519","2983.007953350807","","","0.6377766848230506","6.104762017662198","Medium","4.746059130687856","","5.974700396739199","873-983-7065T","5415 9056T 0164 7093","CREDIT","TBR8098@non.zoho.com","","0.5891772583378614"
"r00110","","","Salaberry-de-Valleyfield","","","","","","","110909.34622901598","","","","","","","47695.885267615435","","Joint","25.88577272233794","","1.1040155504007696","","","","","","High","5.383404776787553","","","778-675-5815T","","","","","0.6371675370693244"
"r00744","317401.99153436616","M","Laval","BC","MICHEL MADELEINE","46.0","0.9652096594410534","aX2ie0j3","Asian","104888.37790897071","1.2629641794647202","1123038.6812962228","883.8077872425905","1.2527383574833184","0.2660838637764214","6724.8487423362","43644.178638934914","784.0742240434984","Investment","23.807624565524172","81.96092045394454","0.9894329534829835","3384.952124833554","Mortgage","1.1326962062927874","0.7327383574833184","6.941457772269912","High","5.057856087059259","3.400889525841032","6.412700473546906","249-473-3448T","4510 1641T 0719 0659","CREDIT","TMM04000441@fake.proton.com","0.16417965614149618","0.6126546648839867"
"r00620","172713.08142249432","M","Laval","BC","MICHEL MADELEINE","35.0","0.33263984114274525","aX2ie0j3","Asian","71400.38115016824","0.7895922728074973","604492.076380021","128.53346553828914","0.701276774944076","0.013055936457098093","3936.677327802514","21109.009669992076","667.1714280278943","Investment","12.249181630689476","35.54469797875356","0.35213652037882437","1050.7812673835863","Mortgage","0.49174761473294937","0.18127677494407604","2.082596802217844","High","3.247188286307315","1.5420596774378548","3.869145703057391","249-473-3448T","4510 1641T 0719 0659","CREDIT","TMM04000441@fake.proton.com","0.14047586585189634","0.47631663075771546"
"r01371","155907.3833453456","F","Hamilton","SK","LAURIE HALL","34.0","0.2591665018880739","aX2ie0j3","White","67510.7315405207","0.7346098602968595","544262.5973244788","40.80792937817992","0.6372242027729575","-0.01633339924477046","3612.8296538946765","18491.53715245937","653.5931026904948","Investment","10.906661999747513","30.153427699665173","0.2781141821629148","779.6660128664751","Mortgage","0.417301076263623","0.11722420277295753","1.518237374820117","High","3.0368782055006776","1.3261555477785576","3.5737103895804476","753-540-3563T","4510 1335T 6276 4645","CREDIT","TLH3521502406@fake.zoho.com","0.13772265731239555","0.46048089161097266"
"r00595","12927.952401424118","F","Toronto","NT","PATTY EVERETT","24.0","-0.36592959277917625","sT3fnjSo","White","34418.39076386158","0.26683077628580765","31842.54777475435","-705.5429322071456","0.09227806144166195","-0.2663718371116706","857.600093343683","-3777.3819576044116","538.0714968041777","Checking","-0.5152195538744415","-15.71439362083511","-0.35165268301956804","-1526.9269434702526","Mortgage","-0.2160747976349131","-0.42772193855833807","-3.2832168347425044","Medium","1.247603190713261","-0.510712486825948","1.0602073617526937","416-868-4044T","4514 0128T 2568 2960","CREDIT","TPATTYM65@fake.aol.com","0.11429892397857903","0.32575367222480833"
"r01438","214210.67175613448","M","Plympton-Wyoming","NU","DEAN KING","38.0","0.5140644102881765","NBJEbuYb","Black","81004.9263051257","0.9253579886645538","753214.1488807724","345.1503739618145","0.8594390475001445","0.08562576411527062","4736.340515885312","27572.222429349364","700.6998051105729","Joint; Investment; Credit","15.564207844057655","48.85713072581959","0.5349167091410353","1720.2345512343484","Personal Loan","0.675575263008886","0.33943904750014453","3.476145360068167","Low","3.766497959507709","2.0751824958303358","4.598651466666633","778-981-6609T","5415 9095T 5508 4472","DEBIT","TDK0498922983@rand.neo.com","0.14727424575559306","0.5154191430559377"
"r01280"," 670 ","0.0","0.0","1.0","0.0","ERR55","N/A","True","False","ERR93","ERR55","null","—","ERR93","ERR55","NaN"," 670 ","ERR93","1.0","N/A"," 670 ","ERR74","N/A","0.0","ERR93","ERR93"," 670 ","1.0","null","—","ERR88","False","True","1.0","1.0"," 670 ","ERR93"
"r01934","-454888.7316391978","M","Quebec City","MB","DOULL KIRSTIN","-118.48528195404475","-209.05720760833773","NBJEbuYb","Asian","-74404.9893546398","-163.9383771474368","-1648804.3378422328","-3122.477559451302","-180.54284120206287","-156.44585953164676","-8149.015759737847","-76518.42779447627","164.18883175903818","Checking; Joint","-132.24448803552818","-249.52100398299126","-155.39759223161155","-9012.19825899986","Personal Loan","-212.19875168625205","-163.85014138183777","-158.4733748935225","Low","-134.06177223629481","-149.821186175681","-169.39643137513846","705-324-6082T","4510 1563T 7699 3526","DEBIT","TDK2713939520@synth.comcast.net","-235.84887836639905","-118.02398948193091"
"dup0027","326527.3575427821","","Parksville","","DUFOUR AUDREY","46.0","","aX2ie0j3","Asian","107000.4280106436","","1155742.829517556","931.4420849712892","","0.4590618912119999","6900.695561779034","45065.44627267477","791.4471512445172","Investment","24.53660249608017","","1.0296265191366116","3532.1656423307822","","","0.7675184161371568","7.247900641329121","High","5.172052858523911","","6.573119597757758","579-913-9261T","5415 9066T 2321 2954","","TDA9874760110@fake.att.net","","0.6212533505835898"
"r01047","16763.476654701488","F","Hamilton","AB","WU SALLY","24.0","-0.349160948395177","aX2ie0j3","White","35306.11618568381","0.2793792807109229","45588.577640297706","-685.5215430313295","0.10689662669966671","-0.2596643793580709","931.5110729375579","-3180.002468981176","541.1704455007095","Investment","-0.20881951138049182","-14.483956907257948","-0.3347587419164925","-1465.0509577563487","Mortgage","-0.199084042323183","-0.4131033733003333","-3.154414433234828","High","1.295601757148261","-0.46143720400880794","1.127633856320997","778-438-4034T","4512 2350T 0355 1591","CREDIT","TWS57428@synth.netZero.com","0.11492728217465684","0.3293678250726744"
"r00002","332439.3504773767","F","Ottawa","NB","MASCI LORENZO","47.0","1.030951943399872","sT3fnjSo","White","108368.74849960639","1.3121611999443008","1176930.6583715593","962.3026149880276","1.3100511519021274","0.2923807773599488","7014.620324156584","45986.233910243376","796.2238027760287","Checking","25.00888079932279","86.78490729300783","1.0556664693086117","3627.5399291832528","Mortgage","1.199309286921083","0.7900511519021273","7.446433837155361","Medium","5.246036795763239","3.5940756630702664","6.677049317183122","416-964-2434T","4514 0141T 1195 8073","CREDIT","TML9421583@fake.iCloud.com","0.16664316493853504","0.626824126490657"
"r00423","137924.94458154423","M","Burnaby","MB","SCHREIBER JOANNE","33.0","0.18054853446691405","NBJEbuYb","Black","63348.72734426314","0.6757775605899523","479815.8296912655","-53.06017861584664","0.5686866477458759","-0.04778058621323441","3266.306055879686","15690.788320343585","639.0640184017102","Checking; Investment; Joint","9.470138688321292","24.384658844735387","0.19890877468680826","489.56717615611615","Student Loan","0.3376417658882952","0.04868664774587578","0.9143613086570024","Low","2.81184214141371","1.095133737638503","3.2575885951226873","647-607-6225T","5415 9033T 6742 4455","DEBIT","TSCHREIBER_JOANNE76@test.iCloud.com","0.13477666817595696","0.4435363286312868"
"r00377","48367.43629985","F","Toronto","NU","BRAZEAU CHRISTINE","26.0","-0.21099064222049302","sT3fnjSo","White","42620.79771410054","0.3827764700571876","158853.13926585222","-520.5492644668983","0.22735070702237103","-0.20439625688819726","1540.5228956166288","1742.2861165117101","566.705168547732","Checking","2.315856110205349","-4.345402260243517","-0.1955560156104606","-955.2050993094701","Mortgage","-0.05908358612643794","-0.292649292977629","-2.09310817347945","Medium","1.6911004312449083","-0.055418639968830785","1.6832148076158946","807-881-7806T","4514 0112T 1742 1725","CREDIT","TfinickyFalcon1BRCH@synth.zoho.com","0.12010482916958794","0.35834732820842996"
"r01872","","","","","","","","","","81111.76890044284","","","","","","","27644.120308338475","","","","","","","","","","","","","","","365-120-2621T","","","","","0.5158541260592928"
"r01385","","","","","","","","","","109081.10470086045","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6297243072562059"
"r01038","154269.4108362699","","Markham","","VIKER GLEN","34.0","","xF9GUscc","White","67131.6256502868","","538392.3127057714","32.25773313434976","","-0.019197839848110375","3581.2657411935193","18236.424392055247","652.269687053736","Credit","10.775812912831725","","0.2708995723027018","753.2416815681574","","","","1.4632319104192006","Medium","3.016380269076891","","3.54491569628869","672-467-4323T","5415 9010T 7878 0706","","TVIKERcynicalPlover57@synth.proton.com","","0.45893745644605516"
"r00308","213404.99795935064","F","Toronto","NS","FRY BILL","38.0","0.5105420606703295","sT3fnjSo","White","80818.45450521728","0.9227221035712703","750326.7167225705","340.9447667047666","0.8563683342945416","0.0842168242681318","4720.815092078507","27446.739452593676","700.0488532204266","Checking","15.499846763467461","48.598670459825215","0.531368040231035","1707.237146695121","Mortgage","0.672006257720879","0.33636833429454166","3.449089679278535","Medium","3.7564155862241027","2.0648319409717764","4.584488146010727","437-693-2646T","4510 1582T 0619 3744","CREDIT","TFB09596843@test.att.net","0.14714225552423377","0.514659969588423"
"r01982","52044.42613479373","F","Toronto","NB","BRAZEAU CHRISTINE","27.0","-0.1949150992505676","sT3fnjSo","White","43471.83062035119","0.39480630487715224","172031.0019904191","-501.35542299450447","0.2413650404760611","-0.1979660397002271","1611.3788993103062","2314.9740105837154","569.6760278367647","Checking","2.6095916642730597","-3.1658234101035774","-0.179360354833432","-895.8866449149398","Mortgage","-0.04279511277996795","-0.2786349595239389","-1.9696295849513281","Medium","1.73711506424392","-0.008180061337035305","1.7478543506774957","807-881-7806T","4514 0112T 1742 1725","CREDIT","TfinickyFalcon1BRCH@synth.zoho.com","0.12070721532259099","0.3568203029380111"
"r00392","-52314.58770383478","C","MCrkham","CC","BCAUN JOANNE","19.0","-0.6511654253512361","xC9GUscc","Chite","19318.118255818947","0.05337982430263499","-201978.39704771456","-1046.1081848320043","-0.15638477240999737","-0.3804661701404946","-399.6309217520957","-13938.849509597556","485.358159261115","Credit","-5.727106049855617","-36.64420955510962","-0.6390198216868528","-2579.441857446447","MCrtgage","-0.5050887528711465","-0.6763847724099974","-5.474154837243146","Cedium","0.43114416481749007","-1.3488885491069367","-0.08672210226272892","5C4-473-7372T","451C 1587T 1093 9328","CREDIT","TBJC43243@rand.outlook.com","0.10361050641139899","0.2642766754565151"
"r01126","373387.3282070254","F","Markham","NT","BRAUN JOANNE","50.0","1.20997364459383","xF9GUscc","White","117846.0867726623","1.446128774077343","1323682.9893793478","1176.0505524146822","1.4661186527431673","0.3639894578375321","7803.692416139953","52363.844995714026","829.3081150711412","Credit","28.280001326245547","99.92102424031897","1.2360258356882223","4288.126675010249","Mortgage","1.3807022397932083","0.9461186527431672","8.821525616057539","Medium","5.758468499918422","4.120137564958725","7.3968931809292515","584-473-7372T","4510 1587T 1093 9328","CREDIT","TBJ943243@rand.outlook.com","0.17335150406512273","0.6654087476671527"
"r01396","172505.46567635908","F","Chilliwack","AB","STENDER DIANNE","35.0","0.331732159588526","xF9GUscc","White","71352.32884658617","0.7889130261290607","603748.0080184422","127.44971391063373","0.7004854765105245","0.012692863835410382","3932.6765492484856","21076.67370232079","667.0036828897125","Credit","12.232596290788706","35.47809481853544","0.35122205655180444","1047.4319393403941","Mortgage","0.4908279103826426","0.1804854765105245","2.0756247679072337","Medium","3.244590138694167","1.5393924215602874","3.8654959276799783","249-965-5875T","4510 1368T 1111 2243","CREDIT","TSD3031@synth.comcast.net","0.14044185301633483","0.4761209977775524"
"r01850","NaN","True","True","1.0","True","ERR55","null","True","True","ERR88","null","ERR74","—","—","null","ERR74","null","ERR88","1.0","ERR93","—","—","—","False","ERR55","null","ERR74","1.0","null","—","ERR93","True","0.0","0.0","False","NaN","ERR93"
"r01227","186869.63436340983","Can","RCssell","Can","HOCT ELIZEBETH","36.0","0.39453130272498665","NCJEbuYb","Catino","74676.89072256493","0.8359076016889831","655227.3570532416","202.43049684396408","0.7552325002450802","0.03781252108999466","4209.475679850884","23313.880190439373","678.6093510826493","JointC Checking; Credit; Investment","13.380074863591865","40.08612212991549","0.41449044015968384","1279.1596088271945","Can","","0.2352325002450801","2.557994139179651","Cow","3.4243464013275813","","4.118010441472464","2C9-707-3092T","451C 1661T 2354 5749","CEBIT","THEC659964@test.cogeco.ca","","0.48965612302755557"
"r01554","428851.33247468","F","Toronto","NB","CLARKE JENNIFER","54.0","1.4524584008516501","sT3fnjSo","White","130683.13415735349","1.627587749963773","1522458.90859674","1465.5719688789295","1.6775119623185528","0.46098336034066006","8872.489956428843","61002.31429442781","874.1207905698849","Checking","32.71073155822697","117.71388451870436","1.48032245840879","5182.890912980809","Mortgage","1.6263988546210864","1.1575119623185528","10.684086370510245","Medium","6.45255684815853","4.832688005520915","8.371921139439447","343-337-6403T","4510 1694T 5153 9719","CREDIT","TCJ6644@synth.att.net","0.18243794424056836","0.7176715873054941"
