"ID","SEX","CITY","PROVINCE","FULLNAME","AGE","IsMarried","FAMILYID","RACE","Income","IsHomeOwner","HOMEVALUE","RENTVALUE","IsEduBachelors","IsUnemployed","AME","AMB","credit_score","AccountType","account_age","avg12_tx","BankIsPrimary","avg12_tx_volume","loan_status","credit_card_status","overdraft_usage","branch_visits","digital_usage_level","customer_service","complaints_filed","satisfaction_level","MobilePhone","CardNumber","CardType","Email","BankPresenceRating","ChurnProbability"
304337,"M","St. Thomas","ON","STYS JOHN",44,"True","xF9GUscc","White",76204.66,"True",475111.00,0.00,"True","False",3554,34059.94,725.00,"Credit; Joint; Checking",34,62.00,"True",1943.21,"Mortgage","False","False",1,"Low",4,0,4,"807-941-7044T","5415 9059T 8654 6858","CREDIT","TSTYSJOHN@non.netZero.com",0.14,0.09
315256,"F","Parksville","BC","FLOE LISA",31,"False",,"White",58401.00,"False",0.00,1237.00,"False","False",3085,19321.23,550.00,"Checking",4,7.04,"False",25.62,,"False","True",0,"Low",6,2,5,"778-675-5815T","4512 2396T 3031 6480","CREDIT","TFL41879358@rand.zoho.com",0.14,0.23
144189,"F","Ottawa","ON","MYLES ZIEBARTH",43,"True","aX2ie0j3","White",129959.76,"True",1159729.00,0.00,"True","False",10830,21309.55,790.00,"Investment",28,49.00,"True",8296.04,"Mortgage","True","False",11,"Medium",2,4,1,"807-290-2454T","4519 9234T 0630 4932","DEBIT","TMZ642442@test.iCloud.com",0.14,0.47
5968,"F","Toronto","ON","MODE BRIDGET",33,"False",,"White",73372.00,"True",1039094.00,0.00,"True","True",3967,31531.16,825.00,"Credit; Checking; Investment",5,12.76,"False",22.41,,"True","False",7,"Medium",2,2,3,"705-695-8023T","4514 0120T 1189 4397","CREDIT","TdearWhiting1MOBR@test.hotmail.com",0.15,0.04
15638,"F","Toronto","ON","MCKEOWN MARGUERITE",32,"False",,"White",65458.00,"True",1114370.00,0.00,"True","False",3264,2838.49,681.00,"Credit; Checking",4,7.66,"False",32.82,"Mortgage","True","False",12,"Low",5,0,7,"365-120-2621T","4519 9276T 7144 6436","DEBIT","TMM10865@non.gmail.com",0.15,0.17
163795,"M","Quebec City","QC","ST-GEORGES MARTIN",40,"False",,"White",78418.00,"True",353894.00,0.00,"False","False",4283,27203.24,650.00,"Checking",13,19.80,"False",17.06,,"True","False",0,"Medium",2,0,5,"581-311-7262T","4510 1343T 5045 5477","CREDIT","TSM444195097@test.proton.com",0.16,0.04
325009,"F","Russell","ON","DOULL KIRSTIN",45,"True",,"White",86059.00,"True",686939.00,0.00,"False","False",4404,86422.43,723.00,"Credit",22,120.00,"True",2903.17,,"True","False",0,"High",5,0,7,"705-324-6082T","4510 1563T 7699 3526","CREDIT","TDK2713939520@synth.comcast.net",0.15,0.07
220882,"F","Oshawa","ON","REEVES FRANCES",38,"True",,"Asian",70152.00,"True",634138.00,0.00,"True","False",4781,28552.45,734.00,"Credit",21,19.46,"False",61.28,"Mortgage","True","True",0,"Medium",2,2,5,"647-286-3082T","4512 2352T 9478 3911","CREDIT","TRF8044024@non.iCloud.com",0.14,0.08
235025,"M","Burnaby","BC","DEAN KING",38,"False",,"Asian",81359.00,"True",1358214.00,0.00,"True","False",4174,53784.13,731.00,"Investment",4,9.52,"False",20.26,"Mortgage","True","True",0,"Low",5,3,2,"778-981-6609T","5415 9095T 5508 4472","CREDIT","TDK0498922983@rand.neo.com",0.17,0.39
151887,"M","Ottawa","ON","LANTHIER JASON",38,"True",,"White",70799.00,"True",896198.00,0.00,"True","False",4695,42743.34,752.00,"Joint; Investment; Credit",4,11.36,"False",68.45,"Personal Loan","False","False",11,"Medium",2,5,1,"753-154-2096T","4519 9281T 7488 5672","DEBIT","TLJ83833945@rand.proton.com",0.14,0.29
287248,"F","Peterborough","ON","SCHREIBER JOANNE",22,"False",,"White",21881.00,"True",223114.00,0.00,"False","False",1228,4669.73,483.00,"Checking",16,13.80,"False",7.09,,"False","False",0,"Medium",2,0,6,"647-607-6225T","5415 9033T 6742 4455","CREDIT","TSCHREIBER_JOANNE76@test.iCloud.com",0.13,0.12
175661,"M","Hamilton","ON","THOMPSON JEFF",41,"False",,"White",81478.00,"True",657405.00,0.00,"True","False",4011,28935.73,695.00,"Checking; Investment; Credit",18,11.58,"False",53.56,"Mortgage","False","False",0,"Low",6,4,1,"548-930-5708T","5415 9044T 2224 2369","CREDIT","TTJ3373@fake.live.com",0.15,0.52
9391,"F","Toronto","ON","HOLT ELIZEBETH",48,"True",,"Black",98000.00,"True",575688.00,0.00,"True","False",5692,38678.54,774.00,"Checking; Investment; Joint",24,12.66,"False",29.11,"Personal Loan","True","False",6,"Medium",2,2,4,"289-707-3092T","4510 1661T 2354 5749","DEBIT","THE3659964@test.cogeco.ca",0.15,0.08
112507,"M","Vancouver","BC","FITZPATRICK DAVE",45,"False",,"White",111539.00,"True",1224126.00,0.00,"True","False",9295,44755.16,726.00,"Credit",4,22.72,"False",58.68,"Mortgage","False","True",7,"Medium",2,4,1,"604-549-4242T","4514 0191T 0248 3540","CREDIT","TFD703516332@rand.cogeco.ca",0.13,0.48
288980,"F","New Westminster","BC","WU SALLY",50,"False",,"White",93562.00,"True",856738.00,0.00,"True","False",4477,296.35,729.00,"Investment",12,44.00,"True",3214.81,"Mortgage","True","False",0,"Medium",6,2,5,"778-438-4034T","4512 2350T 0355 1591","CREDIT","TWS57428@synth.netZero.com",0.17,0.11
344094,"M","Plympton-Wyoming","ON","LAURIE HALL",35,"False",,"White",85458.00,"True",569780.00,0.00,"True","False",3286,39146.08,734.00,"Checking",13,66.00,"True",2541.08,"Mortgage","True","False",0,"High",4,3,2,"753-540-3563T","4510 1335T 6276 4645","CREDIT","TLH3521502406@fake.zoho.com",0.12,0.21
310717,"F","Orangeville","ON","IMBEAU MAUREEN",33,"False",,"Asian",58495.00,"True",883648.00,0.00,"True","False",3259,4104.80,696.00,"Credit",16,117.00,"True",1787.98,"Mortgage","False","False",0,"High",5,1,8,"519-998-7440T","4519 9255T 2184 9000","DEBIT","TjoyfulClam4IMMA@test.aol.com",0.11,0.10
360515,"M","Carberry","MB","GROSS BEN",22,"False",,"Asian",12982.00,"False",0.00,502.00,"False","False",877,5571.87,454.00,"Savings",4,9.80,"False",16.37,"Student Loan","False","True",0,"Medium",2,1,5,"204-979-4751T","4519 9228T 7808 5570","DEBIT","TGROSS_BEN69@test.netZero.com",0.10,0.16
66450,"F","Toronto","ON","CLARKE JENNIFER",35,"True",,"White",75751.00,"True",932966.00,0.00,"False","False",4113,30083.92,694.00,"Joint; Checking; Credit; Investment",4,103.00,"True",2249.59,"Mortgage","False","False",0,"High",4,4,3,"343-337-6403T","4510 1694T 5153 9719","DEBIT","TCJ6644@synth.att.net",0.15,0.12
297047,"F","Mirabel","QC","DUFOUR ADRIENNE",42,"True",,"White",67496.00,"True",511376.00,0.00,"True","False",3494,9213.10,692.00,"Joint",4,86.00,"True",2486.26,"Mortgage","True","False",9,"High",4,1,6,"438-340-2484T","4510 1382T 1299 8507","CREDIT","TDA54067@synth.yahoo.com",0.11,0.08
18838,"M","Toronto","ON","PATTY EVERETT",25,"False",,"Asian",60170.00,"True",1063430.00,0.00,"True","False",2816,9475.73,671.00,"Checking; Credit",15,20.97,"False",9.73,"Mortgage","False","False",7,"Medium",2,0,7,"416-868-4044T","4514 0128T 2568 2960","CREDIT","TPATTYM65@fake.aol.com",0.15,0.13
192783,"F","Surrey","BC","BEAUCHAMP LYNDA",30,"False",,"Asian",102061.00,"False",0.00,1731.00,"True","False",3090,8815.47,619.00,"Credit; Checking",4,96.00,"True",2009.55,,"True","False",10,"High",4,4,2,"604-424-1790T","4514 0113T 5269 5553","CREDIT","TBL977897549@rand.zoho.com",0.14,0.28
243375,"M","Richmond Hill","ON","FRY BILL",49,"True",,"Asian",117623.00,"True",1071012.00,0.00,"True","False",9802,17484.86,789.00,"Investment",29,107.00,"True",5371.94,"Personal Loan","True","True",7,"High",4,4,1,"437-693-2646T","4510 1582T 0619 3744","CREDIT","TFB09596843@test.att.net",0.14,0.53
99555,"F","Montreal","QC","LEVESQUE PATRICE",31,"False",,"White",55019.00,"True",570525.00,0.00,"False","False",2978,10263.27,614.00,"Checking",4,7.63,"False",11.25,,"True","True",0,"Low",5,0,7,"354-249-7856T","4510 1356T 2560 1969","CREDIT","TLP70746719@test.gmail.com",0.18,0.13
169290,"F","Hamilton","ON","LEE MARGARET",36,"False",,"White",91753.00,"True",533605.00,0.00,"True","True",4021,24339.25,850.00,"Checking",3,17.09,"False",30.22,"Mortgage","True","False",4,"Medium",2,1,6,"437-298-5524T","4510 1677T 0051 1175","DEBIT","TLM6299224995@test.aol.com",0.15,0.04
57275,"F","Toronto","ON","BELLIVEAU GLENDA",21,"True",,"White",9375.00,"False",0.00,719.00,"False","False",1010,5168.72,442.00,"Checking",3,53.00,"True",762.47,,"False","False",0,"High",3,3,2,"807-560-7649T","4512 2357T 3263 7669","CREDIT","TBELLIVEAUF60@synth.jumo.com",0.15,0.11
276071,"M","Brantford","ON","MASCI LORENZO",37,"True",,"White",69744.00,"True",774971.00,0.00,"False","False",4222,11092.55,686.00,"Joint",5,68.00,"True",2916.80,"Personal Loan","True","False",4,"High",5,1,4,"416-964-2434T","4514 0141T 1195 8073","CREDIT","TML9421583@fake.iCloud.com",0.16,0.09
205155,"M","Laval","QC","LAGACE MAURICE",25,"True",,"Black",108603.00,"True",715955.00,0.00,"True","False",4329,8015.49,717.00,"Credit",16,18.74,"False",27.77,"Mortgage","False","False",0,"Medium",2,2,3,"581-190-9700T","4510 1677T 6046 6350","DEBIT","TLM482632521@rand.aol.com",0.16,0.08
306699,"M","Salaberry-de-Valleyfield","QC","BERUBE RICHARD",31,"True",,"White",64857.00,"True",298238.00,0.00,"True","False",4188,5657.58,698.00,"Credit; Joint; Checking",9,6.49,"False",59.92,"Mortgage","True","False",5,"Low",6,1,5,"873-983-7065T","5415 9056T 0164 7093","CREDIT","TBR8098@non.zoho.com",0.14,0.28
215204,"F","Markham","ON","GAUTHIER POIRIER",51,"True","NBJEbuYb","White",124049.65,"False",0.00,3109.00,"True","False",9338,38933.54,712.00,"Investment",24,85.00,"True",5291.90,,"False","False",0,"Medium",2,0,5,"365-794-6771T","4510 1594T 1786 3197","CREDIT","TGP5867794346@rand.outlook.com",0.12,0.12
12745,"F","Toronto","ON","SILENZI CONNIE",41,"True",,"Asian",89804.00,"True",1181001.00,0.00,"True","False",5841,48659.89,753.00,"Credit",30,74.00,"True",4424.62,"Mortgage","False","False",0,"High",3,1,7,"753-828-6053T","4510 1359T 0729 3014","CREDIT","TSC234442723@non.mail.com",0.15,0.14
179782,"M","Mississauga","ON","MCCARTHY DENNIS",29,"False",,"Black",60017.00,"True",920007.00,0.00,"True","False",2898,14872.13,653.00,"Credit",14,92.00,"True",1908.64,"Mortgage","True","True",1,"High",3,1,5,"365-410-7716T","4519 9298T 4950 7301","DEBIT","TMCCARTHY_DENNIS31@test.neo.com",0.17,0.25
3455,"F","Toronto","ON","BAUER MARIA",42,"False",,"Asian",78380.00,"True",1197172.00,0.00,"True","False",4070,26138.73,675.00,"Credit",4,34.00,"True",2847.68,"Mortgage","True","False",0,"High",4,3,3,"807-842-3393T","4519 9266T 8156 8405","DEBIT","TBM5889360@fake.jumo.com",0.15,0.22
355659,"M","Sainte-Claire","QC","MAINVILLE DANIEL",40,"False",,"Latino",54964.00,"True",303512.00,0.00,"True","False",2461,30073.83,647.00,"Credit",4,10.32,"False",40.67,,"True","False",0,"Medium",2,2,3,"367-920-2968T","4510 1550T 4313 2379","CREDIT","TMD650359@synth.live.com",0.13,0.28
284319,"M","Chilliwack","BC","VIKER GLEN",26,"True",,"Native",60775.00,"True",798917.00,0.00,"True","False",2890,8513.85,696.00,"Checking",4,7.32,"False",47.88,,"True","False",0,"Low",4,1,5,"672-467-4323T","5415 9010T 7878 0706","CREDIT","TVIKERcynicalPlover57@synth.proton.com",0.12,0.21
160816,"F","Winnipeg","MB","BRAUN JOANNE",36,"False",,"Asian",77188.00,"True",324991.00,0.00,"False","False",4732,43714.04,662.00,"Investment",11,14.28,"False",41.01,"Personal Loan","True","True",5,"Medium",2,1,5,"584-473-7372T","4510 1587T 1093 9328","CREDIT","TBJ943243@rand.outlook.com",0.18,0.15
217776,"F","Markham","ON","STENDER DIANNE",38,"False",,"Asian",80916.00,"True",1286116.00,0.00,"True","False",3942,15939.71,686.00,"Checking",23,8.88,"False",27.36,"Mortgage","True","False",0,"Low",6,0,7,"249-965-5875T","4510 1368T 1111 2243","CREDIT","TSD3031@synth.comcast.net",0.12,0.34
24129,"F","Toronto","ON","PHILLIP WALKER",36,"False",,"Asian",122099.00,"True",1271290.00,0.00,"True","False",10175,9429.50,737.00,"Investment",17,16.48,"False",36.70,"Mortgage","False","True",0,"Medium",2,0,6,"705-119-7761T","4519 9216T 9280 7434","DEBIT","TPW8026227@fake.jumo.com",0.15,0.06
286928,"F","Peterborough","ON","MONTSERRAT RACHEL",44,"False",,"White",66121.00,"True",528847.00,0.00,"False","False",3778,37494.47,658.00,"Credit; Checking",18,15.55,"False",85.56,"Mortgage","False","False",1,"Low",4,0,7,"437-574-8389T","4510 1611T 2403 2919","DEBIT","TsuperiorSnipe1MORA@non.zoho.com",0.13,0.05
352297,"F","Centre Hastings","ON","BUSSIERE VIOLA",24,"True",,"White",40368.00,"False",0.00,484.00,"True","False",2252,2390.48,514.00,"Joint",15,6.24,"False",17.23,"Student Loan","False","True",0,"Medium",2,1,5,"289-460-3309T","5415 9065T 5873 7677","CREDIT","TBUSSIERE_VIOLA60@non.att.net",0.11,0.10
