"ID","SEX","CITY","PROVINCE","FULLNAME","AGE","IsMarried","FAMILYID","RACE","Income","IsHomeOwner","HOMEVALUE","RENTVALUE","IsEduBachelors","IsUnemployed","AME","AMB","credit_score","AccountType","account_age","avg12_tx","BankIsPrimary","avg12_tx_volume","loan_status","credit_card_status","overdraft_usage","branch_visits","digital_usage_level","customer_service","complaints_filed","satisfaction_level","MobilePhone","CardNumber","CardType","Email","BankPresenceRating","ChurnProbability"
212698,"F","Victoria","BC","BARDONNEX CHERYLE",34,"False",,"White",78142.00,"True",831450.00,0.00,"True","False",4254,10234.08,681.00,"Investment",24,12.20,"False",77.13,"Mortgage","False","False",0,"Medium",2,0,5,"778-699-4498T","5415 9070T 1864 2233","CREDIT","TBC0564137@fake.bla.com",0.18,0.10
326075,"F","Middlesex Centre","ON","SANDRA BAKER",46,"True","6xgyKkYU","White",92324.78,"True",864503.00,0.00,"True","False",4047,56992.17,791.00,"Checking",4,56.00,"True",2303.25,"Mortgage","True","False",0,"High",4,1,5,"226-857-9069T","4512 2382T 4991 4994","CREDIT","TSB9162125@non.cogeco.ca",0.13,0.05
347483,"F","Edwardsburgh/Cardinal","ON","FINLAY PAULINE",45,"True",,"Asian",39951.00,"True",266909.00,0.00,"True","False",3749,17731.43,642.00,"Checking",18,32.00,"True",2861.93,"Mortgage","False","False",0,"High",3,1,4,"647-533-5410T","4519 9229T 4574 8897","DEBIT","TFP278845@synth.icloud.com",0.15,0.10
214814,"F","Markham","ON","CURRIE MELISSA",46,"True","LDKCCcQ9","Asian",79800.00,"True",1396526.00,0.00,"False","False",4500,56539.21,757.00,"Joint",13,12.75,"False",20.92,,"True","False",0,"Medium",2,0,6,"437-452-2964T","4519 9297T 1111 2587","DEBIT","TannoyedQuiche6CUME@fake.proton.com",0.12,0.07
40620,"F","Toronto","ON","EATON GISELA",45,"False",,"Asian",71291.00,"True",1039078.00,0.00,"True","False",4636,48394.54,719.00,"Checking",4,59.00,"True",2770.32,"Mortgage","False","False",3,"High",4,1,5,"416-346-4870T","4510 1347T 6748 6252","CREDIT","TEG70117768@rand.zoho.com",0.15,0.14
34515,"F","Toronto","ON","MORRIS ELINOR",37,"False",,"Asian",96149.00,"True",1124577.00,0.00,"True","False",6222,19691.19,691.00,"Investment",4,45.00,"True",4039.05,"Mortgage","True","False",0,"High",4,3,3,"548-628-8236T","4512 2381T 3029 1313","CREDIT","TbubblyTortoise8MOEL@synth.live.com",0.15,0.22
109768,"M","Vancouver","BC","SARAH MERCER",28,"False",,"Asian",95769.00,"True",1295481.00,0.00,"False","False",4444,51281.74,723.00,"Investment; Credit; Checking",16,6.97,"False",23.88,"Personal Loan","False","False",0,"Low",5,1,4,"672-884-4934T","4510 1566T 6265 5308","CREDIT","TSARAH_MERCER98@rand.hotmail.com",0.13,0.09
86393,"F","Montreal","QC","GRAVEL GISELE",33,"False",,"White",56592.00,"True",602779.00,0.00,"True","False",2905,13900.55,667.00,"Credit",15,81.00,"True",2238.06,"Personal Loan","True","False",12,"High",4,0,9,"438-332-1346T","4512 2316T 0661 5738","CREDIT","TGG6023@non.mail.com",0.18,0.13
145650,"F","Ottawa","ON","ROSS DEBBIE",31,"False",,"White",105726.00,"True",937610.00,0.00,"True","False",8810,12927.34,704.00,"Checking; Credit; Investment",4,11.92,"False",50.05,"Mortgage","False","False",0,"Medium",2,0,6,"905-344-9664T","4519 9253T 0507 0559","DEBIT","TRD722287905@fake.neo.com",0.14,0.11
282279,"F","Kamloops","BC","KIRK CLARK",32,"True","htf0aLVk","White",46358.14,"True",684982.00,0.00,"True","False",2300,7202.24,653.00,"Checking; Joint",4,1.99,"False",26.18,,"False","True",5,"Low",5,0,6,"250-641-3010T","4510 1351T 3221 0591","CREDIT","TaloofMeerkat2KICL@fake.yahoo.com",0.13,0.17
150353,"F","Ottawa","ON","SYKES MARILYN",22,"True",,"White",16758.00,"False",0.00,876.00,"False","False",1327,6465.26,450.00,"Joint",12,8.68,"False",16.01,,"False","True",0,"Medium",2,2,4,"647-645-1387T","4514 0118T 6989 6914","CREDIT","TSM62385089@rand.outlook.com",0.14,0.11
305755,"F","Innisfil","ON","BURRIDGE MCTAGUE",47,"True","n9ZC8pEg","White",125766.67,"True",1052111.00,0.00,"False","False",10481,27844.46,779.00,"Checking; Credit; Joint",9,32.00,"True",7836.09,"Mortgage","True","False",0,"Low",4,1,5,"647-896-7515T","4514 0110T 1114 3708","CREDIT","TBM549234960@test.gmail.com",0.12,0.08
107234,"F","Vancouver","BC","NICCOLI TINA",29,"False",,"Black",88107.00,"True",590910.00,0.00,"True","False",3979,22055.07,601.00,"Checking; Credit; Investment",17,10.43,"False",22.30,"Mortgage","False","False",6,"Low",4,1,6,"236-570-2638T","4514 0171T 7175 9942","CREDIT","TNICCOLI_TINA2@synth.att.net",0.13,0.41
50269,"M","Toronto","ON","HARRIS JOHN",24,"False",,"White",85967.00,"False",0.00,1263.00,"True","True",2484,14919.00,646.00,"Investment",2,19.79,"False",19.53,,"False","False",0,"Medium",2,3,1,"647-137-9541T","5415 9022T 3163 6476","CREDIT","THARRIS_JOHN87@test.iCloud.com",0.15,0.28
13743,"M","Toronto","ON","JACQUES DOUG",42,"True",,"Asian",94673.00,"True",1323677.00,0.00,"True","False",5144,28270.76,734.00,"Joint",9,13.75,"False",34.92,"Mortgage","False","False",0,"Medium",2,0,5,"647-137-3818T","5415 9011T 2402 3074","CREDIT","TJACQUESDOUG@synth.live.com",0.15,0.06
228517,"M","Windsor","ON","BURT LYLE",41,"False",,"White",64097.00,"True",599104.00,0.00,"True","True",2797,12966.42,803.00,"Credit",6,11.95,"False",65.28,"Mortgage","True","False",5,"Medium",2,2,5,"613-436-4184T","4510 1652T 1555 6818","DEBIT","TBL8472650651@fake.zoho.com",0.16,0.16
149926,"F","Ottawa","ON","HLINKA LUMLEY",49,"True","pEOO7Thy","Asian",141594.81,"True",1007848.00,0.00,"True","False",11800,43020.95,800.00,"Investment",35,116.00,"True",7831.99,"Mortgage","True","False",11,"Low",9,3,5,"416-638-6714T","4510 1389T 9482 2553","CREDIT","THL521010023@synth.icloud.com",0.14,0.59
70273,"F","Toronto","ON","PRAIRIE DEBBIE",20,"False",,"White",10314.00,"False",0.00,888.00,"False","True",908,3247.40,568.00,"Savings",4,109.00,"True",651.10,,"False","False",5,"High",5,0,6,"548-370-1086T","4510 1641T 5289 5961","DEBIT","TPRAIRIEthriftyPonie493@rand.comcast.net",0.15,0.08
172288,"F","Hamilton","ON","MCKENNA MONIKA",42,"True",,"White",78680.00,"True",848636.00,0.00,"True","True",4264,39677.40,850.00,"Checking",4,48.00,"True",3212.42,"Mortgage","True","False",0,"High",4,2,3,"647-391-9248T","4512 2357T 9120 8476","CREDIT","TgoofyWigeon9MCMO@synth.live.com",0.15,0.07
287357,"M","Peterborough","ON","CLARKE ALAN",44,"False",,"White",82997.00,"True",651603.00,0.00,"True","False",3540,83533.85,711.00,"Checking",30,10.95,"False",25.45,"Mortgage","True","True",0,"Medium",2,1,4,"742-164-1120T","5415 9088T 8512 2316","CREDIT","TCLARKEALAN@fake.cogeco.ca",0.13,0.13
174247,"M","Hamilton","ON","GEDCKE PERCY",28,"False",,"Asian",71486.00,"True",872840.00,0.00,"True","False",3490,9671.05,657.00,"Investment; Credit",15,7.60,"False",142.00,"Mortgage","False","True",0,"Low",5,3,2,"416-613-2692T","4514 0149T 3605 8671","CREDIT","TGEDCKE_PERCY85@test.icloud.com",0.15,0.37
353848,"M","Red Lake","ON","NEMETH JOE",23,"True",,"White",51788.00,"False",0.00,665.00,"True","True",3132,1657.18,648.00,"Joint",10,100.00,"True",2440.33,,"False","False",2,"High",5,0,6,"226-743-3311T","4510 1534T 4275 7147","CREDIT","TNEMETHmellowPup291@fake.comcast.net",0.13,0.05
163423,"F","Quebec City","QC","COUTURE CLAUDETTE",37,"False",,"Black",66711.00,"True",261781.00,0.00,"False","False",3858,13059.47,636.00,"Checking; Credit",18,12.65,"False",32.26,,"True","True",0,"Low",4,0,8,"354-698-1803T","4510 1688T 8058 5281","DEBIT","TsuperiorWigeon1COCL@fake.outlook.com",0.16,0.08
216382,"F","Markham","ON","TOBIAS SONJA",33,"True","bbQSAspZ","Asian",82826.00,"True",1189032.00,0.00,"True","True",4141,27580.14,850.00,"Joint; Credit; Investment",6,8.89,"False",49.09,"Mortgage","True","False",6,"Low",5,0,6,"519-239-3129T","4510 1631T 6076 7867","DEBIT","TTS83529@rand.neo.com",0.12,0.11
178049,"F","Mississauga","ON","LESLIE MENDOZA",36,"True",,"White",103501.00,"True",1411791.00,0.00,"True","False",8625,22487.73,771.00,"Checking",19,14.29,"False",23.22,"Mortgage","True","False",1,"Low",5,0,5,"705-656-7307T","4510 1685T 7300 8238","DEBIT","TLM6179@non.comcast.net",0.17,0.06
275183,"F","Nanaimo","BC","BLOCK SHARON",37,"False",,"White",68806.00,"False",0.00,1510.00,"True","True",4363,7752.16,711.00,"Credit; Checking",11,40.00,"True",2697.47,"Personal Loan","True","False",0,"Medium",5,0,6,"778-655-4102T","4519 9263T 6110 4180","DEBIT","TBS65585@fake.mail.com",0.15,0.08
13321,"M","Toronto","ON","BURTON GLEN",34,"False",,"White",58477.00,"False",0.00,1587.00,"True","False",2979,9627.58,577.00,"Credit",13,9.45,"False",25.25,,"True","False",0,"Low",6,2,3,"905-841-2687T","4510 1529T 9490 5016","CREDIT","TBURTONGLEN@test.att.net",0.15,0.13
85764,"M","Montreal","QC","COTE ROBERT",32,"False",,"White",62990.00,"True",475207.00,0.00,"True","True",2783,5614.86,796.00,"Checking",4,79.00,"True",1614.06,"Mortgage","True","False",1,"High",4,3,2,"581-786-7720T","4514 0130T 4617 2981","CREDIT","TCR8571737@fake.gmail.com",0.18,0.13
33044,"F","Toronto","ON","HELEWA SUSAN",34,"True",,"Asian",55443.00,"True",1203931.00,0.00,"True","False",2459,4477.92,681.00,"Checking; Joint; Credit",23,118.00,"True",1702.28,"Mortgage","False","False",5,"High",4,1,7,"613-157-8056T","4510 1525T 3024 9529","CREDIT","TdejectedHyena9HESU@synth.hotmail.com",0.15,0.15
46216,"M","Toronto","ON","CRAWFORD JAMES",38,"True",,"Asian",94942.00,"True",939455.00,0.00,"False","False",5605,20597.78,688.00,"Credit",4,18.90,"False",44.17,,"True","True",0,"Low",5,1,5,"753-486-6392T","4510 1657T 7115 0396","DEBIT","TCJ503952@rand.netZero.com",0.15,0.09
334669,"F","Trent Hills","ON","MCKAY AMY",28,"False",,"White",38963.00,"False",0.00,1073.00,"True","False",2371,9035.48,574.00,"Checking",3,31.00,"True",1716.10,,"False","True",0,"Medium",7,1,6,"226-155-6941T","5415 9092T 6037 4185","CREDIT","TMCKAY_AMY32@rand.live.com",0.13,0.13
222574,"F","Vaughan","ON","MISS SUSAN DAVIS",43,"False",,"Asian",86082.00,"False",0.00,2566.00,"True","True",3968,18076.34,769.00,"Investment; Checking; Credit",5,18.99,"False",29.07,"Auto Loan","True","False",0,"Medium",2,3,3,"683-490-7989T","4512 2367T 7486 7527","CREDIT","TworriedZebra7MISU@rand.aol.com",0.15,0.17
207176,"F","Laval","QC","LARIVIERE YVETTE",43,"True",,"White",89979.00,"True",607481.00,0.00,"False","False",4295,14356.73,701.00,"Investment",13,61.00,"True",2819.29,"Mortgage","True","False",1,"High",4,1,3,"367-927-9726T","4510 1677T 3282 3751","DEBIT","TLY76811@synth.mail.com",0.16,0.11
131604,"F","Calgary","AB","OLESEN IONE",36,"True",,"White",97692.00,"False",0.00,1921.00,"True","False",5894,33818.80,675.00,"Investment",14,14.36,"False",64.02,,"False","False",4,"Medium",2,0,6,"368-967-8357T","4510 1659T 9699 7580","DEBIT","TthrilledSheep9OLIO@rand.live.com",0.14,0.06
212175,"M","Victoria","BC","MAZUR GREG",23,"True",,"White",63443.00,"False",0.00,1109.00,"True","False",3658,8385.49,506.00,"Credit",2,13.05,"False",32.32,,"False","False",0,"Medium",2,1,3,"604-569-8372T","5415 9099T 9609 1008","CREDIT","TMAZUR_GREG14@non.att.net",0.18,0.09
284817,"M","Brossard","QC","COWLING ROBERT",52,"False",,"Asian",96827.00,"True",676722.00,0.00,"True","False",4159,36385.56,762.00,"Checking",4,10.58,"False",21.69,"Mortgage","True","False",7,"Medium",2,1,3,"367-961-8252T","4512 2370T 2798 6264","CREDIT","TCOROaboardCur51957@rand.proton.com",0.13,0.16
300093,"M","Brandon","MB","STRANGE TOM",44,"True",,"White",89030.00,"True",301025.00,0.00,"True","False",4970,63571.38,748.00,"Credit",16,95.00,"True",2753.02,"Mortgage","True","True",0,"High",4,5,1,"584-598-1744T","4512 2326T 1203 9782","CREDIT","TST064630@test.gmail.com",0.13,0.30
155804,"M","Winnipeg","MB","HAYWARD GLENN",44,"False",,"White",78539.00,"True",496316.00,0.00,"True","False",4675,99731.93,684.00,"Credit; Checking",13,81.00,"True",3298.04,"Mortgage","False","False",0,"High",5,1,3,"204-901-6571T","4514 0156T 0779 7815","CREDIT","THAYWARDGLENN@non.yahoo.com",0.18,0.06
105253,"F","Vancouver","BC","BARRETT DEANNA",45,"False",,"White",74317.00,"True",1010893.00,0.00,"True","True",3484,98818.60,850.00,"Investment",17,11.65,"False",24.05,"Mortgage","True","False",0,"Medium",2,0,5,"778-127-2354T","4510 1320T 8143 2655","CREDIT","TjealousDove0BADE@fake.netZero.com",0.13,0.06
194817,"F","Kitchener","ON","CAROLYN WILLIAMS",27,"False",,"White",79472.00,"True",865054.00,0.00,"True","False",3350,17538.97,674.00,"Checking; Investment; Credit",15,5.66,"False",13.09,"Personal Loan","True","False",0,"Low",5,1,6,"365-542-3693T","4510 1653T 6500 4020","DEBIT","TCAROLYN_WILLIAMS53@fake.iCloud.com",0.15,0.17
119268,"M","Vancouver","BC","THITCHENER JIM",34,"False",,"Asian",80527.00,"False",0.00,1857.00,"True","False",3917,33124.87,618.00,"Investment; Checking",21,6.83,"False",15.02,,"True","False",0,"Low",6,4,1,"236-202-4251T","4519 9217T 0478 7796","DEBIT","TTHJIgleefulPlover31965@synth.bla.com",0.13,0.58
229582,"M","Gatineau","QC","FOURNIER ALAIN",45,"True",,"White",93894.00,"False",0.00,1373.00,"True","False",5603,64658.12,656.00,"Investment",4,108.00,"True",3169.59,,"True","False",3,"High",4,0,6,"418-870-1038T","4510 1511T 5019 2000","CREDIT","TFOURNIERALAIN@fake.live.com",0.11,0.06
113,"M","Toronto","ON","WILLIAM KENNEDY",41,"True",,"Asian",91397.00,"True",1053254.00,0.00,"True","False",5276,32405.01,746.00,"Investment; Joint; Credit; Checking",4,34.00,"True",3206.04,"Mortgage","True","True",2,"High",4,1,5,"289-334-3932T","4510 1393T 8662 4674","CREDIT","TWILLIAMKENNEDY@non.mail.com",0.15,0.08
252728,"F","Barrie","ON","BOULERICE SHERRY",40,"False",,"White",71438.00,"True",988820.00,0.00,"False","False",3833,64604.33,678.00,"Investment",17,20.70,"False",37.21,"Mortgage","False","False",0,"Medium",2,0,6,"548-161-1990T","5415 9066T 0225 7866","CREDIT","TBS6493615@synth.gmail.com",0.13,0.07
351381,"M","Montreal-Ouest","QC","LEBLANC FRANCOIS",25,"False",,"White",112317.00,"True",1173826.00,0.00,"True","False",1946,39061.73,771.00,"Credit; Investment; Checking",4,21.60,"False",8.39,"Mortgage","True","True",10,"Medium",2,2,4,"468-598-9341T","4510 1379T 8806 6241","CREDIT","TLEBLANC_FRANCOIS75@non.bla.com",0.13,0.35
38458,"F","Toronto","ON","LAFLECHE STEPHANE",23,"False",,"Asian",57692.00,"False",0.00,1173.00,"True","False",1626,6899.95,479.00,"Credit",10,13.51,"False",21.65,,"False","True",9,"Medium",2,0,6,"905-940-3628T","4510 1320T 0689 2807","CREDIT","TLS47949@synth.gmail.com",0.15,0.13
34705,"F","Toronto","ON","MCKAY NATALIE",28,"False",,"White",59363.00,"True",934599.00,0.00,"True","False",3199,9525.76,670.00,"Checking",10,0.85,"False",18.50,"Mortgage","True","False",0,"Low",6,1,6,"289-785-1072T","4512 2336T 2771 7421","CREDIT","TMN7047@rand.hotmail.com",0.15,0.36
335334,"M","Gravenhurst","ON","VELEZ ANDRES",32,"False",,"Asian",44295.00,"True",347479.00,0.00,"True","False",2279,15873.63,641.00,"Checking",11,57.00,"True",1609.77,"Mortgage","True","True",2,"High",5,1,5,"753-502-4119T","4514 0170T 8604 7730","CREDIT","TVELEZANDRES@fake.gmail.com",0.12,0.15
4573,"M","Toronto","ON","JOHN SMITH MD",26,"False",,"White",93429.00,"True",1067916.00,0.00,"True","False",3617,23679.20,688.00,"Credit; Checking",16,16.84,"False",50.75,"Personal Loan","True","True",0,"Medium",2,1,5,"249-352-4963T","4519 9294T 5172 4701","DEBIT","TJS514827230@fake.netZero.com",0.15,0.21
31191,"M","Toronto","ON","STEPHEN ROBERT",23,"False",,"Black",127305.00,"False",0.00,1359.00,"False","False",2010,8297.13,516.00,"Checking",11,16.67,"False",6.32,,"False","False",0,"Medium",2,6,1,"289-500-4830T","4510 1385T 1495 5436","CREDIT","TSTEPHENM30@synth.jumo.com",0.15,0.33
126097,"F","Calgary","AB","MARCHI KATHY",41,"True",,"White",104300.00,"True",655773.00,0.00,"False","False",8692,5122.23,677.00,"Credit",9,13.80,"False",108.30,"Mortgage","True","False",0,"Medium",2,3,2,"368-193-5723T","4512 2329T 3295 8349","CREDIT","TMK8812528189@non.cogeco.ca",0.14,0.49
364313,"M","Genelle","BC","MARK PARRISH",35,"False",,"White",67593.00,"True",296635.00,0.00,"True","False",2990,6310.94,675.00,"Savings",12,6.19,"False",8.14,"Personal Loan","True","False",0,"Low",5,1,5,"250-338-1935T","4510 1511T 1278 1904","CREDIT","TMP73463154@non.aol.com",0.10,0.14
151221,"F","Ottawa","ON","LANDRY ANDREA",32,"False",,"White",51173.00,"True",687905.00,0.00,"True","True",2329,8461.82,774.00,"Checking",4,5.12,"False",15.82,"Mortgage","True","True",0,"Low",6,2,4,"289-155-4081T","4514 0169T 4446 6610","CREDIT","TLA43742@test.icloud.com",0.14,0.36
137347,"M","Edmonton","AB","CARRIERE ALF",40,"False",,"Asian",118732.00,"True",498083.00,0.00,"True","False",9894,15610.81,691.00,"Checking",27,51.00,"True",5660.70,,"True","False",8,"High",4,3,1,"825-117-5983T","4510 1388T 1569 4803","CREDIT","TCARRIEREALF@test.yahoo.com",0.16,0.35
21798,"F","Toronto","ON","ROBILLARD LISE",27,"False",,"Asian",76234.00,"True",1179571.00,0.00,"True","False",4119,26187.17,709.00,"Credit",7,10.23,"False",15.96,"Mortgage","True","True",0,"Medium",2,3,3,"807-639-7825T","4510 1623T 3520 9737","DEBIT","TROBILLARD_LISE97@rand.cogeco.ca",0.15,0.47
88745,"F","Montreal","QC","DUFRESNE MANON",24,"False",,"White",53695.00,"False",0.00,862.00,"False","False",2120,5664.56,449.00,"Checking",15,95.00,"True",1519.41,,"False","True",0,"High",3,1,5,"468-387-6940T","4512 2354T 7275 2224","CREDIT","TDM54932856@test.outlook.com",0.18,0.05
322700,"F","Wilmot","ON","MCQUOID LINDA",37,"False",,"White",83812.00,"True",699374.00,0.00,"False","False",3417,46575.69,719.00,"Credit",9,100.00,"True",1759.64,"Mortgage","False","False",7,"High",4,1,3,"519-431-8235T","4514 0198T 2980 0182","CREDIT","TML18542117@synth.att.net",0.12,0.10
228414,"M","Windsor","ON","TRIST EDWARD",30,"True",,"White",54680.00,"True",482789.00,0.00,"True","False",3466,11911.85,651.00,"Joint; Checking",10,54.00,"True",1762.94,"Mortgage","True","False",2,"High",4,3,5,"226-984-9723T","4514 0148T 3579 4221","CREDIT","TTE213662932@non.aol.com",0.16,0.21
347295,"M","Plessisville","QC","FAFARD MARIUS",34,"False",,"White",46261.00,"False",0.00,768.00,"False","False",2915,7933.63,554.00,"Checking",14,2.92,"False",26.78,,"False","False",0,"Low",4,0,7,"367-328-2015T","4510 1685T 4783 9390","DEBIT","TFM68963317@non.neo.com",0.12,0.11
210840,"F","London","ON","KIMBERLY GRANT",30,"False",,"White",60689.00,"True",672291.00,0.00,"False","False",2977,13255.19,617.00,"Credit",17,4.99,"False",2.00,"Mortgage","True","False",5,"Low",5,0,6,"343-142-5531T","4512 2389T 6757 3481","CREDIT","TKG4270852442@rand.jumo.com",0.17,0.16
104599,"F","Vancouver","BC","CURISTON CAROLIN",45,"True",,"Asian",99522.00,"True",1355061.00,0.00,"True","False",4704,70540.14,787.00,"Checking; Joint",4,93.00,"True",3358.75,"Mortgage","False","False",0,"High",4,1,6,"672-442-6969T","4510 1613T 7093 1235","DEBIT","TCC0499123@rand.aol.com",0.13,0.11
